"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/15";"Nov/15";"Out/15";"Set/15";"Ago/15";"Jul/15";"Jun/15";"Mai/15";"Abr/15";"Mar/15";"Fev/15";"Jan/15";"Competência";"Data de atualização"
"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS (316148)";"Médico Hospitalar";"Médio";"184";"213";"   0,57";"   0,29";"   0,57";"   1,15";"   0,86";"   0,86";"   0,29";"   0,58";"   0,58";"   0,58";"   0,29";"   0,29";"201510";"22/01/2016 16:40:10"
"UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES (354783)";"Médico Hospitalar";"Médio";"185";"203";"   0,55";"   0,42";"   0,55";"   0,41";"   0,69";"   0,69";"   0,55";"   0,28";"   0,14";"   0,28";"   0,41";"   0,83";"201510";"22/01/2016 16:40:10"
"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO (349534)";"Médico Hospitalar";"Médio";"186";"192";"   0,53";"   0,47";"   0,53";"   0,61";"   0,31";"0,00";"   0,30";"   0,30";"   0,30";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"INSTITUTO CURITIBA DE SAÚDE (419010)";"Médico Hospitalar";"Médio";"187";"205";"   0,52";"   0,39";"   0,52";"   0,52";"   0,13";"   0,13";"   0,13";"   0,26";"   0,13";"   0,13";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO (370088)";"Médico Hospitalar";"Médio";"188";"154";"   0,52";"   0,86";"   0,52";"   0,17";"   0,53";"   0,71";"   0,72";"   0,18";"0,00";"   0,36";"   0,36";"   0,54";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA (326755)";"Médico Hospitalar";"Médio";"189";"165";"   0,51";"   0,76";"   0,51";"   1,80";"   2,08";"   2,09";"   0,79";"   0,80";"   0,80";"   1,08";"   0,81";"   0,54";"201510";"22/01/2016 16:40:10"
"UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO (329886)";"Médico Hospitalar";"Médio";"190";"217";"   0,51";"   0,26";"   0,51";"   0,76";"   0,75";"   0,50";"0,00";"   0,25";"   0,26";"   0,26";"   0,26";"   0,78";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA (419150)";"Médico Hospitalar";"Médio";"191";"82";"   0,49";"   1,97";"   0,49";"   0,49";"   0,49";"   0,48";"0,00";"0,00";"   0,49";"   0,49";"   0,50";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA (329339)";"Médico Hospitalar";"Médio";"192";"188";"   0,48";"   0,48";"   0,48";"   0,49";"   0,33";"   0,33";"   0,33";"   0,33";"   0,33";"   0,33";"   0,83";"   0,83";"201510";"22/01/2016 16:40:10"
"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581)";"Médico Hospitalar";"Médio";"193";"144";"   0,48";"   0,97";"   0,48";"0,00";"0,00";"   0,47";"   0,47";"   0,47";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA. (357022)";"Médico Hospitalar";"Médio";"194";"190";"   0,48";"   0,48";"   0,48";"   0,48";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO (346209)";"Médico Hospitalar";"Médio";"195";"195";"   0,47";"   0,46";"   0,47";"   0,47";"   1,41";"   0,94";"   0,94";"0,00";"   0,46";"   0,46";"   0,46";"   0,46";"201510";"22/01/2016 16:40:10"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL (307319)";"Médico Hospitalar";"Médio";"196";"194";"   0,47";"   0,47";"   0,47";"   0,94";"   0,70";"   0,94";"   1,17";"   1,40";"   1,40";"   0,93";"   1,39";"   0,93";"201510";"22/01/2016 16:40:10"
"UNIMED PIRAQUEAÇU COOPERATIVA DE TRABALHO MÉDICO (385751)";"Médico Hospitalar";"Médio";"197";"196";"   0,46";"   0,46";"   0,46";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO (304883)";"Médico Hospitalar";"Médio";"198";"219";"   0,46";"   0,23";"   0,46";"   0,23";"   0,46";"   0,23";"   0,22";"0,00";"   0,23";"   0,22";"   0,22";"0,00";"201510";"22/01/2016 16:40:10"
"SAÚDE SANTA TEREZA LTDA. (414930)";"Médico Hospitalar";"Médio";"199";"151";"   0,46";"   0,90";"   0,46";"   0,47";"   0,48";"   0,99";"   2,02";"   1,53";"   1,56";"   0,53";"   1,06";"   0,53";"201510";"22/01/2016 16:40:10"
"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294)";"Médico Hospitalar";"Médio";"200";"198";"   0,45";"   0,45";"   0,45";"   0,61";"   0,77";"   0,31";"   0,16";"0,00";"0,00";"   0,18";"   0,18";"   0,18";"201510";"22/01/2016 16:40:10"
"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (356417)";"Médico Hospitalar";"Médio";"201";"182";"   0,43";"   0,57";"   0,43";"   0,57";"   1,00";"   1,00";"   0,86";"   0,57";"   0,28";"   0,28";"   0,28";"   0,57";"201510";"22/01/2016 16:40:10"
"UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO (351202)";"Médico Hospitalar";"Grande";"50";"52";"   2,22";"   1,97";"   2,22";"   2,55";"   2,07";"   1,73";"   1,40";"   1,14";"   1,23";"   0,82";"   0,74";"   0,74";"201510";"22/01/2016 16:40:10"
"SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA (302091)";"Médico Hospitalar";"Grande";"51";"47";"   2,19";"   2,22";"   2,19";"   2,42";"   2,27";"   2,35";"   2,05";"   1,75";"   1,68";"   1,98";"   1,97";"   2,09";"201510";"22/01/2016 16:40:10"
"UNIMED DE SANTOS COOP DE TRAB MEDICO (355721)";"Médico Hospitalar";"Grande";"52";"53";"   2,14";"   1,96";"   2,14";"   1,79";"   1,67";"   1,31";"   1,59";"   1,69";"   1,54";"   1,29";"   1,49";"   1,94";"201510";"22/01/2016 16:40:10"
"FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC (414689)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA. (362832)";"Médico Hospitalar";"Pequeno";"209";"92";"0,00";"   3,07";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,56";"   1,56";"   1,56";"   1,55";"   1,54";"201510";"22/01/2016 16:40:10"
"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A (416894)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,06";"   1,06";"   1,06";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"INDÚSTRIA MÊCANICA SIGRIST LTDA (343871)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"AME-ASSISTÊNCIA MÉDICA A EMPRESAS LTDA (304531)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,49";"   0,98";"   0,97";"   0,97";"   0,96";"   0,94";"201510";"22/01/2016 16:40:10"
"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS) (414212)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO (314587)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"   4,09";"   4,09";"   4,08";"   4,08";"   4,09";"   4,09";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"ASSOCIACAO DE SAUDE HOLAMBRA (360783)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"SANTA CASA DE MISERICORDIA DE ITABUNA (372404)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"CAIXA DE ASSISTENCIA A SAUDE DOS ESTIVADORES DE PARANAGUÁ-SINDESTIVASAUDE (419273)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO DO FISCO DE ALAGOAS (393533)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"FUPRESA S/A (340065)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA. (406805)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA (371564)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO CASA DO VIAJANTE (412457)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"CAIXA DE ASSISTÊNCIA DOS ADVOGADOS DO ESTADO DO RIO DE JANEIRO - CAARJ (355879)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED ALEGRETE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (349739)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"COTIA SAUDE ASSISTENCIA MEDICA S/C LTDA (414051)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"  11,16";"201510";"22/01/2016 16:40:10"
"PLANO DE SAUDE UNIFENAS (344010)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO BENEFICENTE FNV (415049)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"HOSPITAL CÉSAR LEITE (314706)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"   1,31";"   1,32";"   1,33";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO (328031)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"PULMONAR CLINICA DE PNEUMOLOGIA E CIRURG TORACICA LTDA. (403369)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,85";"   0,86";"   0,86";"201510";"22/01/2016 16:40:10"
"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,55";"   0,55";"   0,55";"0,00";"0,00";"0,00";"   0,55";"201510";"22/01/2016 16:40:10"
"SISTEMA TOTAL DE SAÚDE LTDA. (402001)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,72";"   0,72";"   0,71";"   0,71";"201510";"22/01/2016 16:40:10"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME (344184)";"Médico Hospitalar";"Pequeno";"209";"40";"0,00";"   9,30";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS (322920)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"   0,59";"   0,59";"   0,59";"0,00";"0,00";"   0,60";"   1,20";"   1,20";"201510";"22/01/2016 16:40:10"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS (407569)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"CEAM BRASIL - PLANOS DE SAÚDE S/A (311472)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"GKN DO BRASIL LTDA (416819)";"Médico Hospitalar";"Pequeno";"209";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"SANTA RITA SAUDE S/A. (348180)";"Médico Hospitalar";"Médio";"132";"113";"   1,20";"   1,39";"   1,20";"   0,60";"   2,01";"   2,61";"   3,02";"   2,03";"   1,22";"   0,82";"   1,02";"   1,03";"201510";"22/01/2016 16:40:10"
"UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO (354031)";"Médico Hospitalar";"Médio";"133";"132";"   1,17";"   1,16";"   1,17";"   0,97";"   0,54";"   0,54";"   0,55";"   0,66";"   0,77";"   0,67";"   0,89";"   0,56";"201510";"22/01/2016 16:40:10"
"UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL (364860)";"Médico Hospitalar";"Médio";"134";"133";"   1,16";"   1,16";"   1,16";"   1,15";"   1,15";"   1,43";"   0,86";"   0,85";"   0,57";"   0,57";"   0,28";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087)";"Médico Hospitalar";"Médio";"135";"163";"   1,14";"   0,76";"   1,14";"   1,14";"   1,14";"   0,76";"   0,76";"0,00";"0,00";"   0,38";"   0,37";"   0,37";"201510";"22/01/2016 16:40:10"
"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO (322831)";"Médico Hospitalar";"Médio";"136";"129";"   1,13";"   1,18";"   1,13";"   0,82";"   0,27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIÃO SAÚDE LTDA. (314609)";"Médico Hospitalar";"Médio";"137";"183";"   1,12";"   0,56";"   1,12";"   0,93";"   1,29";"   0,91";"   1,08";"   1,25";"   1,43";"   1,25";"   0,89";"   0,89";"201510";"22/01/2016 16:40:10"
"UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082)";"Médico Hospitalar";"Médio";"138";"169";"   1,09";"   0,72";"   1,09";"   1,27";"   1,08";"   0,90";"   0,54";"   0,36";"0,00";"0,00";"   0,18";"   0,18";"201510";"22/01/2016 16:40:10"
"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136)";"Médico Hospitalar";"Médio";"139";"108";"   1,08";"   1,48";"   1,08";"   1,11";"   1,58";"   1,36";"   2,06";"   1,86";"   1,90";"   1,20";"   0,96";"   1,90";"201510";"22/01/2016 16:40:10"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Médio";"112";"142";"   1,48";"   0,99";"   1,48";"   0,97";"   0,94";"   0,46";"   1,37";"   1,36";"   0,88";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA. (304344)";"Médico Hospitalar";"Médio";"113";"189";"   1,43";"   0,48";"   1,43";"   1,43";"   0,95";"0,00";"0,00";"0,00";"0,00";"   0,48";"   0,48";"   0,48";"201510";"22/01/2016 16:40:10"
"UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO (369659)";"Médico Hospitalar";"Médio";"114";"90";"   1,42";"   1,84";"   1,42";"   1,77";"   1,56";"   1,34";"   0,90";"   0,68";"   0,91";"   1,03";"   1,15";"   0,92";"201510";"22/01/2016 16:40:10"
"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776)";"Médico Hospitalar";"Médio";"115";"191";"   1,41";"   0,47";"   1,41";"   1,41";"   2,34";"   1,40";"   1,39";"0,00";"   0,47";"   0,93";"   1,40";"   0,93";"201510";"22/01/2016 16:40:10"
"AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ (401081)";"Médico Hospitalar";"Médio";"116";"98";"   1,40";"   1,65";"   1,40";"   1,15";"   2,30";"   2,52";"   2,29";"   1,14";"   0,90";"   1,79";"   1,99";"   1,96";"201510";"22/01/2016 16:40:10"
"UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO (359289)";"Médico Hospitalar";"Médio";"117";"116";"   1,38";"   1,34";"   1,38";"   2,07";"   1,44";"   1,43";"   0,41";"   1,61";"   2,40";"   3,39";"   2,80";"   1,59";"201510";"22/01/2016 16:40:10"
"UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO (348295)";"Médico Hospitalar";"Médio";"118";"94";"   1,38";"   1,78";"   1,38";"   1,25";"   1,11";"   1,11";"   1,11";"   0,69";"   0,69";"   0,42";"   0,28";"   0,69";"201510";"22/01/2016 16:40:10"
"PLANO HOSPITAL SAMARITANO LTDA (411256)";"Médico Hospitalar";"Médio";"119";"105";"   1,38";"   1,56";"   1,38";"   1,37";"   1,03";"   1,20";"   0,86";"   1,03";"   1,37";"   2,55";"   3,39";"   3,52";"201510";"22/01/2016 16:40:10"
"SÃO LUCAS SAÚDE S/A (344362)";"Médico Hospitalar";"Médio";"140";"119";"   1,08";"   1,31";"   1,08";"   1,29";"   1,95";"   1,96";"   1,87";"   1,67";"   1,36";"   1,39";"   1,17";"   1,19";"201510";"22/01/2016 16:40:10"
"SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474)";"Médico Hospitalar";"Médio";"141";"58";"   1,08";"   2,50";"   1,08";"   2,87";"   2,16";"   2,90";"   2,19";"   2,19";"   1,47";"   0,37";"0,00";"   0,74";"201510";"22/01/2016 16:40:10"
"RN METROPOLITAN LTDA (414131)";"Médico Hospitalar";"Médio";"142";"152";"   1,06";"   0,88";"   1,06";"   0,89";"   1,26";"   1,27";"   1,09";"   0,73";"   0,37";"0,00";"   0,75";"   0,94";"201510";"22/01/2016 16:40:10"
"UNIMED SALTO/ITU -  COOPERATIVA MÉDICA (346276)";"Médico Hospitalar";"Médio";"143";"156";"   1,06";"   0,85";"   1,06";"   1,05";"   0,84";"   0,84";"   1,06";"   1,26";"   0,84";"   1,06";"   0,64";"   0,65";"201510";"22/01/2016 16:40:10"
"BENEFICENCIA CAMILIANA DO SUL (318299)";"Médico Hospitalar";"Médio";"144";"137";"   1,04";"   1,04";"   1,04";"   0,87";"   0,70";"   0,71";"   0,35";"   0,17";"   0,17";"   0,34";"   0,51";"   0,34";"201510";"22/01/2016 16:40:10"
"MEDIPLAN ASSISTENCIAL LTDA (368849)";"Médico Hospitalar";"Médio";"145";"149";"   1,03";"   0,92";"   1,03";"   1,15";"   1,27";"   1,07";"   0,75";"   0,86";"   0,86";"   1,08";"   0,65";"   1,20";"201510";"22/01/2016 16:40:10"
"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO (318388)";"Médico Hospitalar";"Médio";"146";"139";"   1,01";"   1,01";"   1,01";"   1,50";"   0,75";"   0,75";"   0,50";"   0,75";"   0,50";"   0,25";"0,00";"   0,25";"201510";"22/01/2016 16:40:10"
"VOLKSWAGEN DO BRASIL INDÚSTRIA DE VEÍCULOS AUTOMOTORES LTDA. (311634)";"Médico Hospitalar";"Médio";"147";"115";"   1,00";"   1,34";"   1,00";"   0,83";"   0,83";"   1,16";"   1,15";"   0,98";"   0,65";"   1,13";"   1,12";"   1,44";"201510";"22/01/2016 16:40:10"
"UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO (369292)";"Médico Hospitalar";"Médio";"148";"134";"   1,00";"   1,11";"   1,00";"   1,01";"   1,12";"   0,78";"   0,67";"   0,66";"   0,66";"   0,66";"   0,66";"   0,55";"201510";"22/01/2016 16:40:10"
"UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO (369411)";"Médico Hospitalar";"Médio";"149";"141";"   0,99";"   1,00";"   0,99";"   1,25";"   0,90";"   0,87";"   0,58";"   0,59";"   0,30";"0,00";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO (334154)";"Médico Hospitalar";"Médio";"150";"228";"   0,98";"0,00";"   0,98";"   0,97";"   0,96";"0,00";"0,00";"   0,45";"   0,44";"   0,44";"0,00";"0,00";"201510";"22/01/2016 16:40:10"
"CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A (418072)";"Médico Hospitalar";"Grande";"15";"16";"   4,91";"   4,74";"   4,91";"   4,90";"   4,64";"   4,54";"   4,86";"   4,58";"   4,23";"   4,46";"   4,90";"   6,03";"201510";"22/01/2016 16:40:10"
"GEAP AUTOGESTÃO EM SAÚDE (323080)";"Médico Hospitalar";"Grande";"16";"15";"   4,79";"   4,90";"   4,79";"   5,12";"   4,98";"   5,00";"   4,29";"   4,77";"   4,16";"   4,18";"   3,53";"   4,27";"201510";"22/01/2016 16:40:10"
"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (309222)";"Médico Hospitalar";"Grande";"17";"17";"   4,55";"   4,52";"   4,55";"   5,44";"   6,03";"   6,02";"   4,89";"   4,20";"   4,07";"   4,83";"   4,67";"   5,60";"201510";"22/01/2016 16:40:10"
"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885)";"Médico Hospitalar";"Grande";"18";"20";"   4,17";"   4,24";"   4,17";"   4,74";"   4,38";"   3,93";"   2,88";"   2,79";"   2,96";"   3,72";"   3,83";"   4,14";"201510";"22/01/2016 16:40:10"
"SANTAMÁLIA SAÚDE S.A. (339245)";"Médico Hospitalar";"Grande";"19";"14";"   4,16";"   5,09";"   4,16";"   3,63";"   3,49";"   3,17";"   2,46";"   2,40";"   2,40";"   3,00";"   3,27";"   4,29";"201510";"22/01/2016 16:40:10"
"UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA (343731)";"Médico Hospitalar";"Grande";"20";"18";"   4,15";"   4,44";"   4,15";"   4,27";"   4,50";"   4,09";"   3,51";"   3,29";"   3,16";"   3,14";"   3,31";"   3,29";"201510";"22/01/2016 16:40:10"
"BRADESCO SAÚDE S.A. (005711)";"Médico Hospitalar";"Grande";"21";"24";"   4,04";"   3,97";"   4,04";"   4,13";"   4,05";"   3,97";"   3,59";"   3,56";"   3,38";"   3,55";"   3,39";"   3,79";"201510";"22/01/2016 16:40:10"
