"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/18";"Nov/18";"Out/18";"Set/18";"Ago/18";"Jul/18";"Jun/18";"Mai/18";"Abr/18";"Mar/18";"Fev/18";"Jan/18";"Competência";"Data de atualização"
"ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI (342556)";"Médico Hospitalar";"Médio";"169";"186";"   0,83";"   0,50";"   0,83";"   0,67";"   1,00";"   0,50";"   0,50";"0,00";"0,00";"   0,33";"   0,84";"   0,84";"201810";"16/01/2019 04:16:57"
"UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO (300713)";"Médico Hospitalar";"Médio";"170";"163";"   0,82";"   0,82";"   0,82";"   0,82";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,36";"   0,72";"   0,72";"201810";"16/01/2019 04:16:57"
"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267)";"Médico Hospitalar";"Médio";"171";"153";"   0,82";"   0,92";"   0,82";"   1,12";"   1,02";"   1,12";"   0,82";"   0,83";"   0,62";"   0,41";"   0,51";"   0,71";"201810";"16/01/2019 04:16:57"
"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO (322831)";"Médico Hospitalar";"Médio";"172";"165";"   0,80";"   0,80";"   0,80";"   0,54";"   0,27";"   0,27";"   0,54";"   0,81";"   0,54";"   0,81";"   0,54";"   0,54";"201810";"16/01/2019 04:16:57"
"FUNDAÇÃO DE SAÚDE ITAIGUAPY (311359)";"Médico Hospitalar";"Médio";"173";"128";"   0,79";"   1,20";"   0,79";"   0,40";"   0,40";"   0,80";"   1,60";"   1,20";"   1,20";"   0,40";"   0,40";"0,00";"201810";"16/01/2019 04:16:57"
"RN METROPOLITAN LTDA (414131)";"Médico Hospitalar";"Médio";"174";"114";"   0,79";"   1,39";"   0,79";"   0,79";"   1,19";"   1,59";"   2,17";"   2,57";"   2,97";"   2,60";"   2,81";"   2,81";"201810";"16/01/2019 04:16:57"
"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO (306126)";"Médico Hospitalar";"Médio";"175";"167";"   0,79";"   0,79";"   0,79";"   0,79";"   0,53";"   0,27";"   0,27";"   0,27";"   0,27";"   0,27";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"SMV SERVIÇOS MÉDICOS LTDA (349194)";"Médico Hospitalar";"Médio";"176";"139";"   0,79";"   1,04";"   0,79";"   0,26";"0,00";"   0,53";"   0,79";"   0,80";"   0,27";"   0,27";"   0,53";"   0,80";"201810";"16/01/2019 04:16:57"
"UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO (364312)";"Médico Hospitalar";"Médio";"177";"193";"   0,79";"   0,45";"   0,79";"   0,78";"   0,91";"   0,69";"   0,80";"   0,78";"   1,00";"   0,77";"   0,44";"   0,11";"201810";"16/01/2019 04:16:57"
"SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA (342807)";"Médico Hospitalar";"Médio";"178";"169";"   0,79";"   0,78";"   0,79";"   1,38";"   1,58";"   1,98";"   0,99";"   0,79";"   0,40";"   0,40";"   0,20";"   0,20";"201810";"16/01/2019 04:16:57"
"UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA (329339)";"Médico Hospitalar";"Médio";"179";"122";"   0,78";"   1,26";"   0,78";"   0,31";"   0,15";"   0,15";"   0,15";"   0,77";"   0,92";"   0,92";"   0,46";"   0,46";"201810";"16/01/2019 04:16:57"
"MAPFRE SAÚDE LTDA (418951)";"Médico Hospitalar";"Médio";"180";"173";"   0,74";"   0,74";"   0,74";"   0,50";"   0,50";"   2,24";"   4,21";"   4,44";"   2,46";"   0,49";"   0,24";"   0,24";"201810";"16/01/2019 04:16:57"
"UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO (369411)";"Médico Hospitalar";"Médio";"181";"176";"   0,69";"   0,69";"   0,69";"0,00";"0,00";"0,00";"   0,35";"   0,70";"   0,69";"   0,35";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA (413330)";"Médico Hospitalar";"Médio";"182";"177";"   0,69";"   0,69";"   0,69";"   0,69";"0,00";"   1,36";"   1,71";"   2,08";"   1,41";"   1,43";"   1,45";"   1,10";"201810";"16/01/2019 04:16:57"
"CIRCULO OPERARIO CAXIENSE (310247)";"Médico Hospitalar";"Médio";"183";"156";"   0,67";"   0,89";"   0,67";"   0,45";"   0,45";"   0,34";"   0,34";"   0,11";"   0,11";"   0,23";"   0,23";"   0,46";"201810";"16/01/2019 04:16:57"
"SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A. (306649)";"Médico Hospitalar";"Médio";"184";"217";"   0,66";"   0,17";"   0,66";"   0,66";"   0,67";"   0,17";"   0,69";"   0,86";"   0,86";"   0,17";"   0,17";"   0,17";"201810";"16/01/2019 04:16:57"
"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708)";"Médico Hospitalar";"Médio";"185";"157";"   0,66";"   0,89";"   0,66";"   0,22";"0,00";"   0,44";"   0,66";"   0,66";"   0,22";"0,00";"0,00";"   0,22";"201810";"16/01/2019 04:16:57"
"LIFE EMPRESARIAL SAÚDE LTDA. (414492)";"Médico Hospitalar";"Médio";"186";"179";"   0,65";"   0,65";"   0,65";"   0,32";"   0,49";"   0,32";"   0,49";"   0,65";"   0,65";"   0,33";"   0,16";"   0,16";"201810";"16/01/2019 04:16:57"
"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (356417)";"Médico Hospitalar";"Médio";"187";"191";"   0,62";"   0,47";"   0,62";"   0,62";"   1,08";"   0,77";"   0,76";"   0,77";"   0,93";"   0,78";"   0,47";"   0,31";"201810";"16/01/2019 04:16:57"
"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO (371777)";"Médico Hospitalar";"Médio";"188";"152";"   0,62";"   0,92";"   0,62";"   0,93";"   0,93";"   1,54";"   2,14";"   2,45";"   1,83";"   0,93";"   0,62";"   1,25";"201810";"16/01/2019 04:16:57"
"PREMIUM SAÚDE EIRELI - ME (417823)";"Médico Hospitalar";"Médio";"189";"196";"   0,60";"   0,39";"   0,60";"   1,23";"   1,66";"   2,15";"   1,66";"   1,32";"   1,71";"   2,55";"   3,11";"   2,86";"201810";"16/01/2019 04:16:57"
"UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO (344729)";"Médico Hospitalar";"Médio";"190";"207";"   0,53";"   0,27";"   0,53";"   0,79";"   0,79";"   0,26";"0,00";"0,00";"0,00";"   0,53";"   0,53";"   0,52";"201810";"16/01/2019 04:16:57"
"UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO (345598)";"Médico Hospitalar";"Médio";"191";"209";"   0,52";"   0,26";"   0,52";"   0,52";"   0,52";"   0,52";"   0,26";"   0,26";"0,00";"0,00";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO (309028)";"Médico Hospitalar";"Médio";"192";"184";"   0,52";"   0,52";"   0,52";"   0,26";"   1,04";"   1,04";"   1,58";"   1,33";"   1,35";"   0,82";"   0,55";"   0,28";"201810";"16/01/2019 04:16:57"
"CLIMEPE TOTAL LTDA (343013)";"Médico Hospitalar";"Médio";"193";"211";"   0,51";"   0,26";"   0,51";"   0,51";"   0,77";"   0,51";"   0,26";"   0,51";"   0,77";"   0,77";"   0,52";"   0,51";"201810";"16/01/2019 04:16:57"
"SERMED-SAÚDE LTDA. (303739)";"Médico Hospitalar";"Médio";"194";"185";"   0,51";"   0,51";"   0,51";"   0,67";"   0,50";"   0,17";"   0,17";"   0,17";"   0,35";"   0,35";"   0,53";"   0,35";"201810";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO- AFRESP (317632)";"Médico Hospitalar";"Médio";"195";"188";"   0,49";"   0,49";"   0,49";"   0,49";"   0,99";"   1,49";"   0,99";"   1,49";"   1,00";"   1,99";"   1,00";"   1,00";"201810";"16/01/2019 04:16:57"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL (307319)";"Médico Hospitalar";"Médio";"196";"212";"   0,49";"   0,25";"   0,49";"   0,49";"   0,24";"   0,73";"   0,98";"   0,97";"   0,97";"   0,97";"   0,97";"   0,97";"201810";"16/01/2019 04:16:57"
"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311618)";"Médico Hospitalar";"Médio";"197";"184";"   0,49";"0,00";"   0,49";"   0,49";"   0,49";"0,00";"   0,48";"   0,48";"   0,48";"0,00";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO (304883)";"Médico Hospitalar";"Médio";"198";"214";"   0,48";"   0,24";"   0,48";"   0,24";"   0,24";"0,00";"   0,24";"   0,49";"   0,49";"   0,49";"   0,25";"   0,49";"201810";"16/01/2019 04:16:57"
"UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO (303844)";"Médico Hospitalar";"Médio";"199";"183";"   0,47";"   0,48";"   0,47";"0,00";"   0,47";"   0,94";"   1,46";"   1,00";"   0,51";"   0,51";"   1,01";"   1,51";"201810";"16/01/2019 04:16:57"
"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO (311847)";"Médico Hospitalar";"Médio";"200";"190";"   0,47";"   0,47";"   0,47";"   0,46";"   0,58";"   0,93";"   0,93";"   0,94";"   0,70";"   0,47";"   0,47";"   0,59";"201810";"16/01/2019 04:16:57"
"UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT. (330264)";"Médico Hospitalar";"Médio";"201";"221";"   0,46";"0,00";"   0,46";"   1,38";"   1,83";"   2,74";"   2,73";"   2,26";"   1,35";"   0,90";"   1,33";"   0,88";"201810";"16/01/2019 04:16:57"
"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087)";"Médico Hospitalar";"Médio";"202";"154";"   0,45";"   0,91";"   0,45";"   0,44";"   0,87";"   0,86";"   0,87";"0,00";"0,00";"0,00";"   0,43";"   1,29";"201810";"16/01/2019 04:16:57"
"UNIMED DO OESTE DO PARANÁ - COOP. DE TRABALHO MEDICO (305227)";"Médico Hospitalar";"Médio";"203";"158";"   0,44";"   0,88";"   0,44";"   0,44";"0,00";"   0,88";"   1,77";"   2,21";"   1,77";"   0,88";"   0,44";"0,00";"201810";"16/01/2019 04:16:57"
"SANTA CASA DE MISERICORDIA DE PONTA GROSSA (419338)";"Médico Hospitalar";"Médio";"204";"194";"   0,43";"   0,43";"   0,43";"   0,43";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,45";"201810";"16/01/2019 04:16:57"
"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA (359777)";"Médico Hospitalar";"Médio";"205";"160";"   0,43";"   0,86";"   0,43";"   0,65";"   0,44";"   0,44";"   0,45";"   0,66";"   1,10";"   1,32";"   1,55";"   1,56";"201810";"16/01/2019 04:16:57"
"UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES (354783)";"Médico Hospitalar";"Médio";"206";"219";"   0,41";"   0,14";"   0,41";"   0,27";"   0,41";"   0,55";"   1,09";"   1,22";"   0,95";"   1,09";"   1,09";"   0,95";"201810";"16/01/2019 04:16:57"
"FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL (338648)";"Médico Hospitalar";"Médio";"207";"170";"   0,39";"   0,78";"   0,39";"   0,39";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,39";"   0,39";"201810";"16/01/2019 04:16:57"
"SAMEL PLANO DE SAÚDE LTDA (367095)";"Médico Hospitalar";"Médio";"208";"221";"   0,38";"0,00";"   0,38";"   0,65";"   0,76";"   0,27";"0,00";"   0,56";"   0,58";"   0,90";"   0,31";"   0,62";"201810";"16/01/2019 04:16:57"
"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO  (306100)";"Médico Hospitalar";"Médio";"209";"199";"   0,37";"   0,37";"   0,37";"   0,37";"   0,37";"   0,74";"   0,37";"   0,37";"0,00";"   0,37";"   0,37";"   0,37";"201810";"16/01/2019 04:16:57"
"UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (313211)";"Médico Hospitalar";"Médio";"210";"221";"   0,36";"0,00";"   0,36";"   0,35";"   0,71";"   0,71";"   1,03";"   1,00";"   0,97";"   0,97";"   0,97";"   0,64";"201810";"16/01/2019 04:16:57"
"FUNDACAO LEONOR DE BARROS CAMARGO (410292)";"Médico Hospitalar";"Médio";"211";"201";"   0,34";"   0,34";"   0,34";"   0,68";"   0,34";"   0,34";"0,00";"   0,68";"   1,02";"   1,36";"   0,68";"   0,34";"201810";"16/01/2019 04:16:57"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO (347655)";"Médico Hospitalar";"Médio";"212";"202";"   0,31";"   0,31";"   0,31";"   0,31";"   0,63";"   0,32";"   0,95";"   0,64";"   0,63";"0,00";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311375)";"Médico Hospitalar";"Médio";"213";"204";"   0,31";"   0,31";"   0,31";"   0,61";"   0,92";"   0,92";"   0,91";"   0,61";"   0,61";"   0,30";"   0,30";"   0,30";"201810";"16/01/2019 04:16:57"
"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE (337188)";"Médico Hospitalar";"Médio";"214";"192";"   0,30";"   0,45";"   0,30";"   0,61";"   0,46";"   0,61";"   0,46";"   0,30";"   0,46";"   0,46";"   0,92";"   0,93";"201810";"16/01/2019 04:16:57"
"AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (327417)";"Médico Hospitalar";"Médio";"215";"218";"   0,30";"   0,15";"   0,30";"   0,45";"   0,75";"   0,90";"   0,60";"   0,46";"   0,15";"   0,15";"   0,15";"   0,31";"201810";"16/01/2019 04:16:57"
"BRF S/A (417238)";"Médico Hospitalar";"Médio";"216";"220";"   0,27";"   0,14";"   0,27";"   0,27";"   0,27";"   0,13";"   0,13";"   0,13";"   0,13";"0,00";"0,00";"   0,12";"201810";"16/01/2019 04:16:57"
"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA (416568)";"Médico Hospitalar";"Médio";"217";"208";"   0,26";"   0,26";"   0,26";"   0,13";"   0,13";"0,00";"   0,13";"   0,13";"   0,13";"   0,13";"   0,13";"   0,13";"201810";"16/01/2019 04:16:57"
"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS (328294)";"Médico Hospitalar";"Médio";"218";"221";"   0,26";"0,00";"   0,26";"   0,86";"   1,17";"   1,49";"   1,09";"   1,11";"   0,84";"   0,85";"   0,57";"   0,57";"201810";"16/01/2019 04:16:57"
"MEDICAL MEDICINA COOPERATIVA ASSISTENCIAL DE LIMEIRA (360767)";"Médico Hospitalar";"Médio";"219";"198";"   0,25";"   0,38";"   0,25";"   0,38";"   0,13";"   0,13";"0,00";"0,00";"   0,13";"   0,26";"   0,51";"   0,77";"201810";"16/01/2019 04:16:57"
"HOSPITAL REGIONAL DE FRANCA S/A (309338)";"Médico Hospitalar";"Médio";"220";"221";"   0,25";"0,00";"   0,25";"   0,25";"   0,50";"   0,24";"   0,24";"0,00";"0,00";"0,00";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"FUNDAÇÃO FIAT SAÚDE E BEM ESTAR (418285)";"Médico Hospitalar";"Médio";"221";"213";"   0,24";"   0,24";"   0,24";"   0,24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"COOPERATIVA DE TRABALHO MÉDICO DE SÃO LUÍS LTDA. - UNIMED DE SÃO LUÍS (338559)";"Médico Hospitalar";"Médio";"222";"221";"   0,23";"0,00";"   0,23";"   0,23";"   0,46";"   0,23";"   0,23";"0,00";"0,00";"   0,23";"   0,23";"   0,23";"201810";"16/01/2019 04:16:57"
"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO (309907)";"Médico Hospitalar";"Médio";"95";"106";"   2,02";"   1,44";"   2,02";"   1,15";"   0,87";"   2,02";"   3,18";"   4,33";"   3,73";"   2,84";"   2,24";"   0,83";"201810";"16/01/2019 04:16:57"
"UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO (324345)";"Médico Hospitalar";"Médio";"96";"60";"   2,00";"   2,84";"   2,00";"   1,60";"   1,19";"   2,38";"   2,38";"   3,99";"   3,20";"   3,61";"   2,81";"   3,61";"201810";"16/01/2019 04:16:57"
"VERA CRUZ ASSOCIAÇÃO DE SAÚDE (360481)";"Médico Hospitalar";"Médio";"97";"92";"   2,00";"   1,68";"   2,00";"   1,66";"   0,99";"   0,65";"   0,32";"   0,65";"   0,96";"   0,64";"   0,95";"   0,94";"201810";"16/01/2019 04:16:57"
"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO (362140)";"Médico Hospitalar";"Médio";"98";"67";"   1,97";"   2,67";"   1,97";"   1,63";"   1,72";"   2,29";"   3,48";"   4,24";"   3,90";"   2,28";"   1,16";"   0,58";"201810";"16/01/2019 04:16:57"
"ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE (411752)";"Médico Hospitalar";"Médio";"99";"61";"   1,94";"   2,82";"   1,94";"   0,43";"   1,28";"   2,54";"   3,17";"   2,95";"   2,09";"   2,09";"   2,29";"   2,70";"201810";"16/01/2019 04:16:57"
"SANTA RITA SAUDE S/A. (348180)";"Médico Hospitalar";"Médio";"100";"109";"   1,94";"   1,41";"   1,94";"   1,76";"   1,94";"   1,77";"   2,48";"   2,49";"   3,03";"   2,69";"   2,87";"   1,98";"201810";"16/01/2019 04:16:57"
"SISTEMAS E PLANOS DE SAÚDE LTDA. (352586)";"Médico Hospitalar";"Médio";"101";"83";"   1,89";"   2,03";"   1,89";"   1,50";"   1,72";"   1,47";"   1,44";"   1,22";"   1,30";"   1,28";"   1,40";"   1,40";"201810";"16/01/2019 04:16:57"
"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233)";"Médico Hospitalar";"Médio";"102";"98";"   1,88";"   1,58";"   1,88";"   2,79";"   2,46";"   1,84";"   1,83";"   2,44";"   3,34";"   3,33";"   2,41";"   1,81";"201810";"16/01/2019 04:16:57"
"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA (305472)";"Médico Hospitalar";"Médio";"103";"89";"   1,76";"   1,75";"   1,76";"   1,07";"   1,08";"   0,71";"   1,04";"   0,69";"   0,69";"0,00";"0,00";"0,00";"201810";"16/01/2019 04:16:57"
"UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA (319384)";"Médico Hospitalar";"Médio";"104";"111";"   1,75";"   1,40";"   1,75";"   0,70";"   0,35";"   0,35";"   0,70";"   0,70";"   0,70";"   0,70";"   1,05";"   1,40";"201810";"16/01/2019 04:16:57"
"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136)";"Médico Hospitalar";"Médio";"105";"141";"   1,74";"   1,04";"   1,74";"   1,41";"   1,41";"   0,71";"   0,36";"   1,09";"   1,86";"   1,88";"   1,87";"   1,45";"201810";"16/01/2019 04:16:57"
"METRUS INSTITUTO DE SEGURIDADE SOCIAL (380661)";"Médico Hospitalar";"Médio";"106";"115";"   1,73";"   1,38";"   1,73";"   1,38";"   0,69";"   0,34";"   0,34";"   0,34";"   1,35";"   2,01";"   3,00";"   2,32";"201810";"16/01/2019 04:16:57"
"PRO SALUTE SERVIÇOS PARA A SAÚDE LTDA. (369373)";"Médico Hospitalar";"Médio";"107";"134";"   1,71";"   1,14";"   1,71";"   1,33";"   1,14";"   0,76";"   0,57";"   0,58";"   0,38";"   0,58";"   0,19";"   0,58";"201810";"16/01/2019 04:16:57"
"UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO (353353)";"Médico Hospitalar";"Médio";"108";"105";"   1,69";"   1,45";"   1,69";"   1,83";"   1,38";"   1,50";"   2,20";"   2,91";"   2,48";"   2,04";"   1,70";"   1,70";"201810";"16/01/2019 04:16:57"
"PLANO HOSPITAL SAMARITANO LTDA (411256)";"Médico Hospitalar";"Médio";"109";"93";"   1,69";"   1,67";"   1,69";"   1,45";"   1,82";"   1,96";"   1,87";"   1,65";"   1,04";"   0,92";"   0,67";"   1,35";"201810";"16/01/2019 04:16:57"
"UNIMED ITABUNA COOPERATIVA DE TRABALHO MEDICO (357065)";"Médico Hospitalar";"Médio";"110";"116";"   1,69";"   1,35";"   1,69";"   1,01";"   1,01";"   1,35";"   2,03";"   2,04";"   2,72";"   2,38";"   2,73";"   1,71";"201810";"16/01/2019 04:16:57"
"POLICLIN SAÚDE S/A. (415693)";"Médico Hospitalar";"Médio";"111";"79";"   1,68";"   2,15";"   1,68";"   1,44";"   0,72";"   1,42";"   2,14";"   2,60";"   1,88";"   1,86";"   2,07";"   1,83";"201810";"16/01/2019 04:16:57"
"UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO (311294)";"Médico Hospitalar";"Médio";"112";"143";"   1,68";"   1,01";"   1,68";"   1,34";"   1,34";"   1,01";"   0,67";"   0,68";"   0,34";"   0,67";"   0,34";"   1,03";"201810";"16/01/2019 04:16:57"
"BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA. (366561)";"Médico Hospitalar";"Médio";"113";"126";"   1,64";"   1,22";"   1,64";"   1,03";"   0,82";"   0,21";"   0,41";"   1,23";"   1,43";"   1,02";"   0,61";"   0,61";"201810";"16/01/2019 04:16:57"
"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA (356123)";"Médico Hospitalar";"Médio";"114";"95";"   1,63";"   1,63";"   1,63";"   2,19";"   1,65";"   1,11";"   0,28";"   2,24";"   2,25";"   3,39";"   3,11";"   3,69";"201810";"16/01/2019 04:16:57"
"SÃO LUCAS SAÚDE S/A (344362)";"Médico Hospitalar";"Médio";"115";"113";"   1,62";"   1,39";"   1,62";"   1,50";"   0,93";"   1,04";"   0,90";"   0,99";"   0,88";"   1,01";"   0,81";"   0,81";"201810";"16/01/2019 04:16:57"
"HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA (416398)";"Médico Hospitalar";"Médio";"116";"130";"   1,60";"   1,18";"   1,60";"   0,40";"   1,22";"   0,79";"   0,77";"0,00";"   0,38";"   0,38";"   0,75";"   0,37";"201810";"16/01/2019 04:16:57"
"UNIMED TEOFILO OTONI COOPERATIVA DE TRABALHO MÉDICO (316881)";"Médico Hospitalar";"Médio";"117";"138";"   1,58";"   1,06";"   1,58";"   1,85";"   1,06";"   1,33";"   1,06";"   1,06";"   0,53";"   0,80";"   1,07";"   0,80";"201810";"16/01/2019 04:16:57"
"UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO (321273)";"Médico Hospitalar";"Médio";"118";"148";"   1,56";"   0,97";"   1,56";"   1,46";"   1,49";"   1,15";"   1,39";"   1,50";"   1,39";"   1,73";"   1,51";"   1,87";"201810";"16/01/2019 04:16:57"
"ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL (417599)";"Médico Hospitalar";"Médio";"119";"172";"   1,52";"   0,76";"   1,52";"   1,59";"   1,81";"   1,39";"   1,69";"   2,15";"   1,99";"   1,53";"   1,38";"   1,07";"201810";"16/01/2019 04:16:57"
"SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474)";"Médico Hospitalar";"Médio";"120";"87";"   1,51";"   1,88";"   1,51";"   1,13";"   1,13";"   0,76";"   1,14";"   1,89";"   1,90";"   1,14";"0,00";"   0,76";"201810";"16/01/2019 04:16:57"
"UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776)";"Médico Hospitalar";"Médio";"121";"187";"   1,49";"   0,50";"   1,49";"   1,98";"   1,48";"   0,49";"0,00";"0,00";"0,00";"   0,49";"   0,98";"   1,46";"201810";"16/01/2019 04:16:57"
"UNIMED SALTO/ITU -  COOPERATIVA MÉDICA (346276)";"Médico Hospitalar";"Médio";"122";"136";"   1,48";"   1,10";"   1,48";"   1,30";"   1,29";"   0,74";"   0,91";"   1,10";"   0,73";"   1,47";"   1,28";"   1,65";"201810";"16/01/2019 04:16:57"
"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO (318388)";"Médico Hospitalar";"Médio";"123";"129";"   1,48";"   1,18";"   1,48";"   2,66";"   2,07";"   2,37";"   1,48";"   1,19";"   1,48";"   1,18";"   0,89";"0,00";"201810";"16/01/2019 04:16:57"
"IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ (336831)";"Médico Hospitalar";"Médio";"124";"131";"   1,47";"   1,17";"   1,47";"   1,49";"   2,99";"   2,70";"   3,00";"   1,80";"   2,10";"   1,20";"   1,21";"   1,52";"201810";"16/01/2019 04:16:57"
"ASSOCIAÇÃO SÃO FRANCISCO VIDA (419141)";"Médico Hospitalar";"Médio";"125";"104";"   1,46";"   1,46";"   1,46";"   1,84";"   1,12";"   1,53";"   1,17";"   1,19";"   1,63";"   2,09";"   2,14";"   1,72";"201810";"16/01/2019 04:16:57"
"FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (355151)";"Médico Hospitalar";"Médio";"126";"145";"   1,45";"   0,97";"   1,45";"   1,69";"   2,17";"   2,41";"   2,41";"   1,93";"   1,68";"   1,68";"   1,20";"   1,43";"201810";"16/01/2019 04:16:57"
"HUMANA ASSISTENCIA MEDICA LTDA (357511)";"Médico Hospitalar";"Médio";"127";"133";"   1,45";"   1,14";"   1,45";"   0,87";"   0,88";"   0,59";"   0,89";"   0,90";"   0,91";"   0,93";"   0,63";"   1,27";"201810";"16/01/2019 04:16:57"
"CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO (386596)";"Médico Hospitalar";"Médio";"128";"146";"   1,45";"   0,97";"   1,45";"   1,45";"   1,96";"   1,48";"   0,50";"   0,99";"   1,96";"   2,42";"   1,93";"   1,43";"201810";"16/01/2019 04:16:57"
"UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO (370070)";"Médico Hospitalar";"Médio";"129";"118";"   1,44";"   1,33";"   1,44";"   1,22";"   1,22";"   1,11";"   0,89";"   0,22";"   0,11";"   0,45";"   0,67";"   1,34";"201810";"16/01/2019 04:16:57"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA (354562)";"Médico Hospitalar";"Médio";"130";"107";"   1,43";"   1,43";"   1,43";"   0,48";"   0,24";"   0,24";"   0,24";"   0,25";"   0,25";"   0,74";"   0,74";"   0,50";"201810";"16/01/2019 04:16:57"
