"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/19";"Nov/19";"Out/19";"Set/19";"Ago/19";"Jul/19";"Jun/19";"Mai/19";"Abr/19";"Mar/19";"Fev/19";"Jan/19";"Competência";"Data de atualização"
"ZURICH SANTANDER BRASIL ODONTO LTDA. (419354)";"Odontológica";"Médio";"2";"2";"   1,20";"   1,34";"   1,20";"   0,61";"   0,62";"   1,49";"   1,35";"   1,49";"   1,11";"   1,81";"   2,28";"   2,56";"201910";"13/01/2020 21:44:43"
"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106)";"Odontológica";"Médio";"3";"3";"   0,67";"   0,66";"   0,67";"   0,68";"   0,68";"   0,68";"   0,34";"0,00";"   0,35";"   0,68";"   0,67";"   0,33";"201910";"13/01/2020 21:44:43"
"UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA (318230)";"Odontológica";"Médio";"4";"5";"   0,45";"   0,45";"   0,45";"   0,45";"   0,44";"0,00";"0,00";"0,00";"   0,43";"   0,42";"   0,42";"0,00";"201910";"13/01/2020 21:44:43"
"DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA. (314366)";"Odontológica";"Médio";"5";"6";"   0,39";"   0,39";"   0,39";"   0,40";"   0,40";"   0,40";"   0,40";"   0,40";"   0,81";"   0,82";"   0,90";"   1,01";"201910";"13/01/2020 21:44:43"
"UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (370568)";"Odontológica";"Médio";"6";"7";"   0,36";"   0,36";"   0,36";"   0,36";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO (361593)";"Odontológica";"Médio";"7";"13";"   0,34";"   0,23";"   0,34";"   0,46";"   0,34";"   0,23";"   0,11";"   0,23";"   0,34";"   0,54";"   0,51";"   0,39";"201910";"13/01/2020 21:44:43"
"UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA (321125)";"Odontológica";"Médio";"8";"18";"   0,32";"0,00";"   0,32";"   0,32";"   0,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,16";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA (347795)";"Odontológica";"Médio";"9";"8";"   0,32";"   0,32";"   0,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524)";"Odontológica";"Médio";"10";"4";"   0,30";"   0,60";"   0,30";"0,00";"0,00";"   0,32";"   0,32";"   0,33";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ODONTOGROUP SISTEMA DE SAÚDE LTDA. (389854)";"Odontológica";"Médio";"11";"11";"   0,27";"   0,24";"   0,27";"   0,57";"   0,58";"   0,73";"   0,44";"   0,74";"   0,88";"   0,88";"   1,02";"   1,16";"201910";"13/01/2020 21:44:43"
"UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE (345318)";"Odontológica";"Médio";"12";"9";"   0,26";"   0,26";"   0,26";"   0,13";"0,00";"   0,13";"   0,13";"   0,13";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA (344451)";"Odontológica";"Médio";"13";"10";"   0,25";"   0,25";"   0,25";"0,00";"   0,12";"   0,12";"   0,12";"0,00";"   0,12";"   0,12";"   0,12";"0,00";"201910";"13/01/2020 21:44:43"
"DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA. (300730)";"Odontológica";"Médio";"14";"12";"   0,23";"   0,23";"   0,23";"   0,24";"   0,24";"   0,24";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,24";"201910";"13/01/2020 21:44:43"
"UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS (314315)";"Odontológica";"Médio";"15";"18";"   0,19";"0,00";"   0,19";"   0,58";"   0,77";"   0,58";"   0,19";"0,00";"   0,19";"   0,19";"   0,19";"0,00";"201910";"13/01/2020 21:44:43"
"MOGIDONTO PLANOS ODONTOLÓGICOS LTDA (354741)";"Odontológica";"Médio";"16";"18";"   0,16";"0,00";"   0,16";"   0,16";"   0,16";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,17";"   0,34";"201910";"13/01/2020 21:44:43"
"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701)";"Odontológica";"Médio";"17";"16";"   0,15";"   0,15";"   0,15";"   0,15";"   0,31";"   0,15";"   0,15";"0,00";"0,00";"0,00";"0,00";"   0,10";"201910";"13/01/2020 21:44:43"
"UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429)";"Odontológica";"Médio";"18";"17";"   0,14";"   0,14";"   0,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258)";"Odontológica";"Médio";"19";"14";"   0,11";"   0,22";"   0,11";"0,00";"0,00";"   0,22";"   0,33";"   0,33";"   0,11";"   0,11";"   0,11";"   0,11";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569)";"Odontológica";"Médio";"20";"15";"0,00";"   0,16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,16";"   0,16";"   0,16";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,21";"   0,21";"   0,21";"0,00";"0,00";"   0,21";"201910";"13/01/2020 21:44:43"
"COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS (409791)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE SC COOPERATIVA ADMINISTRADORAS DE CONTRATOS (342203)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,15";"201910";"13/01/2020 21:44:43"
"UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,26";"   0,26";"   0,26";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ARM ODONTOLOGIA LTDA. (352152)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA (417220)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA (346004)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA (381144)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO SUL CAPIXABA COOPERATIVA ODONTOLOGICA (370711)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"DENTAL CENTER LTDA (339458)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO SUL FLUMINENSE COOP DE TRAB ODONTOLOGICO LTDA (363171)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,75";"201910";"13/01/2020 21:44:43"
"ODONTOLÓGICA SERVIÇOS DE SAÚDE ORAL LTDA (416614)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA (366439)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,12";"   0,12";"   0,12";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"BIORAL SISTEMA ODONTOLÓGICO LTDA. (419079)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,21";"   0,21";"   0,21";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA (415626)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,14";"   0,15";"   0,15";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP (413283)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,29";"   0,30";"   0,32";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"CROWN ODONTOLOGIA DE GRUPO  LTDA (397245)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,87";"   0,82";"   0,80";"0,00";"0,00";"   0,27";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA (334243)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,39";"   0,39";"   0,39";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA LTDA. (361038)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"   0,51";"   0,51";"   0,52";"   0,53";"   0,54";"   1,09";"   0,55";"   0,56";"201910";"13/01/2020 21:44:43"
"COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ (365785)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ (419028)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404)";"Odontológica";"Médio";"20";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,30";"   0,30";"   0,30";"201910";"13/01/2020 21:44:43"
"MAIS SAÚDE PLANO DE SAÚDE LTDA (415065)";"Odontológica";"Pequeno";"1";"1";" 136,05";" 136,05";" 136,05";" 204,08";"  68,03";"  68,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"2";"16";"  51,72";"0,00";"  51,72";"  51,46";"  51,19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA. (414921)";"Odontológica";"Pequeno";"3";"2";"   4,89";"   4,86";"   4,89";"0,00";"   5,72";"   6,26";"   6,42";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"4";"3";"   2,65";"   2,63";"   2,65";"   2,70";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,59";"   5,06";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107)";"Odontológica";"Pequeno";"5";"4";"   2,23";"   2,23";"   2,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ODONTOBASE PLANOS DE SAUDE LTDA. (344486)";"Odontológica";"Pequeno";"6";"5";"   2,06";"   2,07";"   2,06";"   2,07";"0,00";"0,00";"0,00";"   2,20";"   2,28";"   3,95";"   1,75";"   1,54";"201910";"13/01/2020 21:44:43"
"TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114)";"Odontológica";"Pequeno";"7";"16";"   1,71";"0,00";"   1,71";"   1,79";"   1,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL. (342335)";"Odontológica";"Pequeno";"8";"7";"   1,39";"   1,38";"   1,39";"0,00";"0,00";"0,00";"   1,44";"   1,45";"   1,46";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790)";"Odontológica";"Pequeno";"9";"16";"   1,33";"0,00";"   1,33";"   1,32";"   1,32";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS (336874)";"Odontológica";"Pequeno";"10";"14";"   1,25";"   0,62";"   1,25";"   0,62";"   0,62";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA (315818)";"Odontológica";"Pequeno";"11";"8";"   1,01";"   1,01";"   1,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,02";"   1,02";"201910";"13/01/2020 21:44:43"
"UNIODONTO JUIZ DE FORA COOPERATIVA DE SAÚDE ODONTOLÓGICA LTDA. (327441)";"Odontológica";"Pequeno";"12";"9";"   1,01";"   1,01";"   1,01";"   1,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ODONTOPAM ASSISTENCIA MÉDICA ODONTOLOGICA INTEGRADA LTDA (313891)";"Odontológica";"Pequeno";"13";"16";"   0,90";"0,00";"   0,90";"   0,93";"   0,95";"0,00";"0,00";"0,00";"   1,06";"   1,11";"   1,16";"0,00";"201910";"13/01/2020 21:44:43"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. (403458)";"Odontológica";"Pequeno";"14";"12";"   0,74";"   0,76";"   0,74";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME (419184)";"Odontológica";"Pequeno";"15";"16";"   0,70";"0,00";"   0,70";"   1,31";"   1,25";"   0,59";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS S/S LTDA (327867)";"Odontológica";"Pequeno";"16";"13";"   0,68";"   0,68";"   0,68";"   0,68";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,68";"   0,67";"   1,34";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO - DENTAL MED CENTER (413941)";"Odontológica";"Pequeno";"17";"15";"   0,61";"   0,60";"   0,61";"   0,61";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIODONTO DE JACAREÍ - COOPERATIVA ODONTOLÓGICA DE JACAREÍ (343056)";"Odontológica";"Pequeno";"18";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,54";"   0,54";"   0,54";"201910";"13/01/2020 21:44:43"
"TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL (316849)";"Médico Hospitalar";"Pequeno";"204";"84";"0,00";"   3,56";"0,00";"0,00";"   7,11";"   7,10";"  10,63";"   7,08";"  10,60";"  10,60";"  17,61";"  14,04";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS PÚBLICOS DO ESPÍRITO SANTO (394271)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,14";"   6,27";"   6,27";"201910";"13/01/2020 21:44:43"
"ASSOCIACAO DE SAUDE HOLAMBRA (360783)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S/S LTDA (416738)";"Médico Hospitalar";"Pequeno";"204";"169";"0,00";"   1,05";"0,00";"0,00";"   1,08";"   1,10";"   1,11";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"BARDELLA S/A INDÚSTRIAS MECÂNICAS (346403)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,55";"   1,12";"   1,14";"   0,57";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA (325465)";"Médico Hospitalar";"Pequeno";"204";"176";"0,00";"   0,97";"0,00";"0,00";"0,00";"   0,96";"   1,92";"   1,92";"   1,92";"   0,96";"   0,95";"0,00";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL (421618)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"201910";"13/01/2020 21:44:43"
"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA. (362832)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA (371564)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,17";"   1,18";"   1,20";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE (320820)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO (343153)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   8,05";"   8,03";"  11,95";"   3,94";"   3,90";"201910";"13/01/2020 21:44:43"
"INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,94";"   3,86";"   3,86";"   1,94";"201910";"13/01/2020 21:44:43"
"UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO (325031)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,55";"   0,55";"   0,55";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS (354279)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"   0,66";"   0,66";"   0,67";"0,00";"   2,01";"   1,98";"   1,98";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO SÃO LUIZ SAÚDE (421006)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,61";"   1,22";"   1,82";"201910";"13/01/2020 21:44:43"
"UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684)";"Médico Hospitalar";"Pequeno";"204";"180";"0,00";"   0,86";"0,00";"0,00";"0,00";"   0,87";"   0,88";"   0,88";"   0,89";"   0,88";"   0,88";"0,00";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL (412635)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,29";"   1,27";"   1,26";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,52";"   1,05";"   1,06";"   1,06";"   0,53";"   0,53";"201910";"13/01/2020 21:44:43"
"CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA. (402770)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"PORTO DIAS SAUDE LTDA. (415081)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC (382639)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"MATÃO CLINICAS & AMHMA SAÚDE LTDA (416495)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340)";"Médico Hospitalar";"Pequeno";"204";"172";"0,00";"   1,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,02";"201910";"13/01/2020 21:44:43"
"DANA INDUSTRIAS LTDA. (416118)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO (354678)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"   1,26";"   1,27";"   1,28";"   1,28";"   1,29";"   2,56";"   1,28";"   1,28";"201910";"13/01/2020 21:44:43"
"SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,61";"   1,61";"   1,60";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"POLICON ASSISTENCIA MÉDICA LTDA - EPP (412228)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
"UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA. (359033)";"Médico Hospitalar";"Pequeno";"204";"197";"0,00";"0,00";"0,00";"0,00";"   1,36";"   1,35";"   1,34";"   1,34";"   1,35";"   1,35";"0,00";"0,00";"201910";"13/01/2020 21:44:43"
