"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/17";"Nov/17";"Out/17";"Set/17";"Ago/17";"Jul/17";"Jun/17";"Mai/17";"Abr/17";"Mar/17";"Fev/17";"Jan/17";"Competência";"Data de atualização"
"COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA (390259)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"FUNDAÇÃO BENEFICENTE RIO DOCE (311499)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"HOSPITAL PADRE JÚLIO MARIA (406457)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"HOSPITAL MARECHAL CÂNDIDO RONDON LTDA (392391)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ODONTO CORPUS S/S LTDA. (405973)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA. (311693)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,05";"201710";"05/02/2018 11:09:22"
"MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA (416835)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIVERSAL PLANO ODONTOLOGICO LTDA (413348)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,75";"   1,75";"   1,76";"0,00";"201710";"05/02/2018 11:09:22"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"   0,76";"   0,76";"   0,76";"0,00";"0,00";"   0,75";"   0,75";"   0,74";"201710";"05/02/2018 11:09:22"
"CLÍNICA ODONTOLÓGICA SASSO LTDA (416797)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DUQUE DE CAXIAS COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (382337)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PLANET LIFE CONVENIOS ODONTOLÓGICOS S/S LTDA (418064)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PARRA ODONTOLOGIA LTDA (415782)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"DENTSY ODONTOLOGIA S/S LTDA. (414425)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ODONTOFACE OPERADORA DE PLANOS DE SAUDE ODONTOLOGICOS LTDA (417068)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PREV-DONT ODONTOLOGICA LTDA. (410420)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PREST ODONTO LTDA (384844)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"S SHIMODA ASSISTENCIA ODONTOLOGICA S/S LTDA (416380)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ODONTO QUALIT SERVIÇOS ODONTOLÓGICOS LTDA (416347)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"   3,38";"   3,32";"   3,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA. (414981)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"COJUN CENTRO ODONTOLOGICO JUNDIAI LTDA. (415812)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ODONTOLÓGICA SERVIÇOS DE SAÚDE ORAL LTDA (416614)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"   0,95";"   1,08";"   1,18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO (324175)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,45";"   4,93";"   4,95";"   3,74";"   2,51";"   2,53";"   5,11";"201710";"05/02/2018 11:09:22"
"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (406937)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"   3,27";"   3,26";"   3,24";"   1,62";"   1,62";"   1,63";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,78";"   0,78";"   0,77";"   0,77";"   0,77";"   0,78";"201710";"05/02/2018 11:09:22"
"ASTRA S/A INDUSTRIA E COMERCIO (358410)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PLASAC PLANO DE SAÚDE LTDA (306444)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,09";"   2,19";"   4,41";"   3,32";"   2,22";"   2,22";"   3,33";"201710";"05/02/2018 11:09:22"
"COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"SBC SAÚDE LTDA. (412058)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"HOSPITAL DE PRONTOCLINICA LTDA. (341941)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"SANAMED - SAÚDE SANTO ANTONIO LTDA (384585)";"Médico Hospitalar";"X";"1";"";"  27,16";"";"  27,16";"   9,13";"   4,46";"   3,25";"   2,11";"   3,45";"   2,06";"   2,74";"   2,72";"   6,11";"201710";"05/02/2018 11:09:22"
"SUL AMÉRICA ODONTOLÓGICO S/A (417815)";"Odontológica";"Grande";"1";"1";"   0,81";"   0,70";"   0,81";"   0,73";"   0,46";"   0,29";"   0,34";"   0,36";"   0,39";"   0,34";"   0,27";"   0,32";"201710";"05/02/2018 11:09:22"
"PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA. (380041)";"Odontológica";"Grande";"2";"3";"   0,76";"   0,54";"   0,76";"   0,90";"   0,81";"   0,68";"   0,70";"   0,79";"   0,64";"   0,71";"   0,68";"   0,95";"201710";"05/02/2018 11:09:22"
"ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA. (310981)";"Odontológica";"Grande";"3";"2";"   0,55";"   0,56";"   0,55";"   0,56";"   0,44";"   0,50";"   0,39";"   0,36";"   0,28";"   0,34";"   0,36";"   0,34";"201710";"05/02/2018 11:09:22"
"NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (304441)";"Odontológica";"Grande";"4";"5";"   0,39";"   0,38";"   0,39";"   0,50";"   0,61";"   0,52";"   0,42";"   0,32";"   0,55";"   0,56";"   0,46";"   0,43";"201710";"05/02/2018 11:09:22"
"DENTAL UNI - COOPERATIVA ODONTOLÓGICA (304484)";"Odontológica";"Grande";"5";"8";"   0,32";"   0,25";"   0,32";"   0,39";"   0,38";"   0,45";"   0,51";"   0,61";"   0,57";"   0,33";"   0,24";"   0,21";"201710";"05/02/2018 11:09:22"
"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525)";"Odontológica";"Grande";"6";"4";"   0,28";"   0,47";"   0,28";"   0,36";"   0,45";"   0,56";"   0,95";"   0,86";"   0,75";"   0,55";"   0,45";"   0,45";"201710";"05/02/2018 11:09:22"
"ODONTOPREV S/A (301949)";"Odontológica";"Grande";"7";"7";"   0,27";"   0,27";"   0,27";"   0,28";"   0,29";"   0,29";"   0,29";"   0,26";"   0,24";"   0,21";"   0,19";"   0,21";"201710";"05/02/2018 11:09:22"
"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654)";"Odontológica";"Grande";"8";"6";"   0,25";"   0,33";"   0,25";"   0,25";"   0,08";"   0,43";"   0,44";"   0,44";"   0,36";"   0,46";"   0,47";"   0,20";"201710";"05/02/2018 11:09:22"
"ODONTO SYSTEM PLANOS ODONTOLOGICOS LTDA (334588)";"Odontológica";"Grande";"9";"12";"   0,13";"   0,08";"   0,13";"   0,22";"   0,24";"   0,20";"   0,13";"   0,17";"   0,16";"   0,19";"   0,14";"   0,22";"201710";"05/02/2018 11:09:22"
"BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A. (419419)";"Odontológica";"Grande";"10";"11";"   0,11";"   0,08";"   0,11";"   0,09";"   0,05";"   0,09";"   0,19";"   0,21";"   0,26";"   0,22";"   0,19";"   0,10";"201710";"05/02/2018 11:09:22"
"METLIFE PLANOS ODONTOLÓGICOS LTDA. (406481)";"Odontológica";"Grande";"11";"13";"   0,11";"   0,07";"   0,11";"   0,13";"   0,12";"   0,08";"   0,10";"   0,13";"   0,13";"   0,11";"   0,08";"   0,08";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"CENTRO DE DIAGNOSTICO E TRATAMENTO ODONTOLOGICO LTDA (411426)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"USODONTO PLANOS DE SAÚDE LTDA (419061)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"201710";"05/02/2018 11:09:22"
"CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA (368181)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ODONTO SÃO LUCAS LTDA. (340227)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ODONTOART PLANOS ODONTOLÓGICOS LTDA (414387)";"Odontológica";"Grande";"12";"10";"   0,10";"   0,10";"   0,10";"   0,10";"   0,11";"   0,11";"   0,11";"0,00";"   0,12";"   0,12";"   0,38";"   0,38";"201710";"05/02/2018 11:09:22"
"UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072)";"Odontológica";"Pequeno";"10";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"MATÃO CLINICAS & AMHMA SAÚDE LTDA (416495)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED PIAUI FEDERAÇÃO DAS COOPERATIVAS DE TRABALHO MEDICO DO ESTADO DO PIAUI (416576)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,14";"   1,14";"   1,15";"0,00";"201710";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF (358754)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,81";"   0,81";"   1,61";"   0,80";"   1,60";"   0,80";"   0,80";"201710";"05/02/2018 11:09:22"
"EVANGELICO SAUDE LTDA. (401480)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,50";"   1,51";"   1,53";"0,00";"0,00";"0,00";"   1,57";"201710";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES (343331)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"   0,99";"   0,99";"   0,99";"0,00";"0,00";"0,00";"0,00";"   0,99";"   0,99";"201710";"05/02/2018 11:09:22"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU (411248)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA (368148)";"Médico Hospitalar";"Pequeno";"201";"121";"0,00";"   1,76";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO (346951)";"Médico Hospitalar";"Pequeno";"201";"169";"0,00";"   0,91";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"FUNASA-SAÚDE - CAIXA DE ASSISTENCIA DOS EMPREGADOS DA SAELPA (370592)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO (337498)";"Médico Hospitalar";"Pequeno";"201";"182";"0,00";"   0,67";"0,00";"0,00";"   0,67";"   2,03";"   2,03";"   2,03";"   1,35";"   1,35";"   0,67";"0,00";"201710";"05/02/2018 11:09:22"
"SISTEMA TOTAL DE SAÚDE LTDA. (402001)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"   0,80";"   0,79";"   0,79";"0,00";"0,00";"   0,77";"   0,77";"   0,76";"0,00";"201710";"05/02/2018 11:09:22"
"ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ (418617)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"CAIXA ASSISTENCIAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL (416657)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ARCELORMITTAL BRASIL S/A (416070)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ASSOCIAÇÃO SAÚDE SÃO JOSÉ (418919)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,82";"   0,83";"   2,50";"   1,67";"   1,68";"201710";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO (302627)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,91";"   4,92";"   4,93";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (324892)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"   0,59";"   1,19";"   1,19";"   0,59";"   0,58";"   0,57";"   0,57";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA (413551)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,45";"   3,45";"   3,44";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699)";"Médico Hospitalar";"Pequeno";"201";"72";"0,00";"   4,07";"0,00";"0,00";"   9,39";"  14,82";"  29,28";"  26,79";"  65,93";"0,00";"";"";"201710";"05/02/2018 11:09:22"
"UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (352519)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,10";"201710";"05/02/2018 11:09:22"
"PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522)";"Médico Hospitalar";"Pequeno";"201";"162";"0,00";"   1,09";"0,00";"0,00";"   0,54";"   0,54";"   0,54";"   0,55";"   0,55";"   0,55";"   0,55";"   0,55";"201710";"05/02/2018 11:09:22"
"UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,51";"   0,51";"   0,52";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC (384704)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"   2,43";"   2,44";"   4,89";"   2,45";"   2,46";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA (408263)";"Médico Hospitalar";"Pequeno";"201";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201710";"05/02/2018 11:09:22"
